CMDLINE /home/ufabc/anaconda3/bin/python3.6 trie.py
MEM 120.210938 1573781035.1851
MEM 120.460938 1573781035.2853
MEM 121.230469 1573781035.3856
MEM 122.968750 1573781035.4860
MEM 123.718750 1573781035.5862
MEM 123.718750 1573781035.6865
MEM 123.718750 1573781035.7867
MEM 123.718750 1573781035.8869
MEM 123.718750 1573781035.9872
MEM 123.968750 1573781036.0874
MEM 124.218750 1573781036.1877
MEM 124.218750 1573781036.2880
MEM 124.472656 1573781036.3882
MEM 124.718750 1573781036.4884
MEM 124.968750 1573781036.5886
MEM 124.968750 1573781036.6889
MEM 125.218750 1573781036.7892
MEM 125.468750 1573781036.8894
MEM 125.718750 1573781036.9896
MEM 125.718750 1573781037.0899
MEM 125.968750 1573781037.1901
MEM 126.218750 1573781037.2904
MEM 126.468750 1573781037.3906
MEM 126.722656 1573781037.4908
MEM 126.968750 1573781037.5911
MEM 127.218750 1573781037.6913
MEM 127.468750 1573781037.7915
MEM 127.718750 1573781037.8919
MEM 127.718750 1573781037.9922
MEM 127.972656 1573781038.0924
MEM 128.218750 1573781038.1926
MEM 128.472656 1573781038.2928
MEM 128.968750 1573781038.3931
MEM 129.218750 1573781038.4934
MEM 129.472656 1573781038.5937
MEM 129.730469 1573781038.6939
MEM 129.968750 1573781038.7942
MEM 130.222656 1573781038.8944
MEM 130.480469 1573781038.9947
MEM 130.718750 1573781039.0949
MEM 130.968750 1573781039.1951
MEM 131.222656 1573781039.2954
MEM 131.480469 1573781039.3956
MEM 131.738281 1573781039.4958
MEM 131.996094 1573781039.5961
MEM 132.218750 1573781039.6963
MEM 132.472656 1573781039.7965
MEM 132.718750 1573781039.8968
MEM 132.968750 1573781039.9970
MEM 133.222656 1573781040.0973
MEM 133.468750 1573781040.1975
MEM 133.722656 1573781040.2978
MEM 133.980469 1573781040.3980
MEM 134.218750 1573781040.4982
MEM 134.468750 1573781040.5985
MEM 134.722656 1573781040.6987
MEM 134.968750 1573781040.7990
MEM 135.218750 1573781040.8992
MEM 135.472656 1573781040.9994
MEM 135.730469 1573781041.0996
MEM 136.218750 1573781041.1999
MEM 136.968750 1573781041.3002
MEM 137.738281 1573781041.4005
MEM 137.738281 1573781041.5007
MEM 137.738281 1573781041.6011
MEM 137.738281 1573781041.7014
MEM 137.996094 1573781041.8016
MEM 138.253906 1573781041.9018
MEM 138.253906 1573781042.0021
MEM 138.511719 1573781042.1023
MEM 138.769531 1573781042.2025
MEM 138.968750 1573781042.3028
MEM 139.222656 1573781042.4030
MEM 139.468750 1573781042.5033
MEM 139.722656 1573781042.6036
MEM 139.980469 1573781042.7038
MEM 140.238281 1573781042.8041
MEM 140.238281 1573781042.9043
MEM 140.496094 1573781043.0045
MEM 140.753906 1573781043.1048
MEM 141.011719 1573781043.2050
MEM 141.218750 1573781043.3052
MEM 141.468750 1573781043.4055
MEM 141.980469 1573781043.5057
MEM 142.218750 1573781043.6060
MEM 142.472656 1573781043.7063
MEM 142.730469 1573781043.8065
MEM 142.988281 1573781043.9068
MEM 143.218750 1573781044.0070
MEM 143.722656 1573781044.1072
MEM 143.968750 1573781044.2074
MEM 144.738281 1573781044.3077
MEM 145.769531 1573781044.4080
MEM 145.769531 1573781044.5083
MEM 145.769531 1573781044.6086
MEM 145.769531 1573781044.7088
MEM 145.769531 1573781044.8090
MEM 145.769531 1573781044.9093
MEM 145.968750 1573781045.0095
MEM 146.218750 1573781045.1097
MEM 146.218750 1573781045.2099
MEM 146.468750 1573781045.3102
MEM 146.718750 1573781045.4104
MEM 146.968750 1573781045.5107
MEM 147.218750 1573781045.6109
MEM 147.468750 1573781045.7111
MEM 147.468750 1573781045.8114
MEM 147.722656 1573781045.9117
MEM 147.968750 1573781046.0119
MEM 148.218750 1573781046.1121
MEM 148.468750 1573781046.2124
MEM 148.718750 1573781046.3126
MEM 148.972656 1573781046.4129
MEM 149.468750 1573781046.5131
MEM 149.718750 1573781046.6134
MEM 149.968750 1573781046.7136
MEM 150.218750 1573781046.8138
MEM 150.472656 1573781046.9141
MEM 150.718750 1573781047.0143
MEM 150.968750 1573781047.1146
MEM 151.222656 1573781047.2149
MEM 151.480469 1573781047.3151
MEM 151.738281 1573781047.4153
MEM 151.996094 1573781047.5156
MEM 152.253906 1573781047.6158
MEM 152.468750 1573781047.7161
MEM 152.722656 1573781047.8164
MEM 152.980469 1573781047.9166
MEM 153.238281 1573781048.0168
MEM 153.496094 1573781048.1171
MEM 153.718750 1573781048.2173
MEM 154.218750 1573781048.3175
MEM 154.468750 1573781048.4178
MEM 154.722656 1573781048.5181
MEM 154.980469 1573781048.6183
MEM 155.218750 1573781048.7185
MEM 155.988281 1573781048.8188
MEM 155.988281 1573781048.9190
MEM 156.218750 1573781049.0193
MEM 156.218750 1573781049.1195
MEM 156.468750 1573781049.2197
MEM 156.722656 1573781049.3200
MEM 156.968750 1573781049.4202
MEM 157.218750 1573781049.5205
MEM 157.468750 1573781049.6207
MEM 157.718750 1573781049.7209
MEM 157.968750 1573781049.8212
MEM 157.968750 1573781049.9214
MEM 158.218750 1573781050.0217
MEM 158.718750 1573781050.1219
MEM 158.968750 1573781050.2221
MEM 159.218750 1573781050.3223
MEM 159.468750 1573781050.4226
MEM 159.972656 1573781050.5229
MEM 159.972656 1573781050.6231
MEM 159.972656 1573781050.7234
MEM 159.972656 1573781050.8236
MEM 159.972656 1573781050.9238
MEM 159.972656 1573781051.0241
MEM 159.972656 1573781051.1243
MEM 159.972656 1573781051.2247
MEM 160.230469 1573781051.3250
MEM 160.488281 1573781051.4252
MEM 160.746094 1573781051.5254
MEM 161.003906 1573781051.6257
MEM 161.261719 1573781051.7259
MEM 161.468750 1573781051.8262
MEM 161.718750 1573781051.9264
MEM 161.968750 1573781052.0266
MEM 162.222656 1573781052.1269
MEM 162.738281 1573781052.2271
MEM 162.968750 1573781052.3274
MEM 163.218750 1573781052.4276
MEM 163.468750 1573781052.5279
MEM 163.718750 1573781052.6281
MEM 164.218750 1573781052.7283
MEM 164.468750 1573781052.8286
MEM 164.718750 1573781052.9288
MEM 165.218750 1573781053.0291
MEM 165.468750 1573781053.1294
MEM 165.718750 1573781053.2296
MEM 166.218750 1573781053.3298
MEM 166.972656 1573781053.4301
MEM 166.972656 1573781053.5304
MEM 167.218750 1573781053.6306
MEM 167.468750 1573781053.7308
MEM 167.718750 1573781053.8311
MEM 167.968750 1573781053.9313
MEM 168.468750 1573781054.0316
MEM 168.718750 1573781054.1318
MEM 168.968750 1573781054.2320
MEM 169.468750 1573781054.3323
MEM 169.718750 1573781054.4326
MEM 169.968750 1573781054.5329
MEM 170.218750 1573781054.6331
MEM 170.718750 1573781054.7333
MEM 170.968750 1573781054.8336
MEM 171.218750 1573781054.9338
MEM 171.468750 1573781055.0341
MEM 171.718750 1573781055.1343
MEM 171.968750 1573781055.2345
MEM 172.468750 1573781055.3348
MEM 172.718750 1573781055.4350
MEM 172.968750 1573781055.5353
MEM 172.968750 1573781055.6355
MEM 172.968750 1573781055.7358
MEM 172.968750 1573781055.8360
MEM 173.472656 1573781055.9363
MEM 173.730469 1573781056.0366
MEM 173.980469 1573781056.1368
MEM 173.980469 1573781056.2370
MEM 174.230469 1573781056.3372
MEM 174.480469 1573781056.4375
MEM 174.730469 1573781056.5377
MEM 174.980469 1573781056.6380
MEM 175.230469 1573781056.7382
MEM 175.730469 1573781056.8384
MEM 175.980469 1573781056.9387
MEM 176.230469 1573781057.0390
MEM 176.480469 1573781057.1392
MEM 176.730469 1573781057.2394
MEM 176.980469 1573781057.3396
MEM 178.230469 1573781057.4400
MEM 178.230469 1573781057.5404
MEM 179.500000 1573781057.6407
MEM 179.500000 1573781057.7409
MEM 179.500000 1573781057.8411
MEM 179.730469 1573781057.9414
MEM 179.980469 1573781058.0416
MEM 180.230469 1573781058.1418
MEM 180.230469 1573781058.2421
MEM 180.480469 1573781058.3423
MEM 180.730469 1573781058.4426
MEM 180.730469 1573781058.5428
MEM 180.980469 1573781058.6431
MEM 181.234375 1573781058.7433
MEM 181.480469 1573781058.8435
MEM 181.730469 1573781058.9438
MEM 181.980469 1573781059.0440
MEM 182.230469 1573781059.1442
MEM 182.480469 1573781059.2445
MEM 182.730469 1573781059.3447
MEM 182.984375 1573781059.4449
MEM 183.242188 1573781059.5452
MEM 183.730469 1573781059.6454
MEM 183.980469 1573781059.7456
MEM 184.230469 1573781059.8459
MEM 184.480469 1573781059.9461
MEM 184.730469 1573781060.0463
MEM 184.984375 1573781060.1465
MEM 185.230469 1573781060.2468
MEM 185.480469 1573781060.3470
MEM 185.480469 1573781060.4473
MEM 185.730469 1573781060.5475
MEM 185.980469 1573781060.6477
MEM 186.230469 1573781060.7479
MEM 186.480469 1573781060.8482
MEM 186.730469 1573781060.9484
MEM 187.234375 1573781061.0486
MEM 187.234375 1573781061.1489
MEM 187.234375 1573781061.2492
MEM 187.234375 1573781061.3494
MEM 187.234375 1573781061.4496
MEM 187.234375 1573781061.5499
MEM 187.234375 1573781061.6501
MEM 187.480469 1573781061.7503
MEM 187.730469 1573781061.8506
MEM 188.742188 1573781061.9508
MEM 188.742188 1573781062.0511
MEM 188.980469 1573781062.1513
MEM 189.230469 1573781062.2516
MEM 189.480469 1573781062.3518
MEM 189.730469 1573781062.4520
MEM 189.980469 1573781062.5523
MEM 190.230469 1573781062.6525
MEM 190.480469 1573781062.7527
MEM 190.730469 1573781062.8530
MEM 191.230469 1573781062.9532
MEM 191.480469 1573781063.0534
MEM 191.730469 1573781063.1537
MEM 191.980469 1573781063.2539
MEM 192.230469 1573781063.3541
MEM 193.484375 1573781063.4544
MEM 195.480469 1573781063.5547
MEM 195.480469 1573781063.6550
MEM 195.480469 1573781063.7552
MEM 195.730469 1573781063.8555
MEM 195.980469 1573781063.9557
MEM 196.230469 1573781064.0559
MEM 196.230469 1573781064.1561
MEM 196.480469 1573781064.2564
MEM 196.730469 1573781064.3566
MEM 196.980469 1573781064.4569
MEM 196.980469 1573781064.5571
MEM 197.234375 1573781064.6573
MEM 197.480469 1573781064.7575
MEM 197.730469 1573781064.8578
MEM 197.980469 1573781064.9580
MEM 198.230469 1573781065.0583
MEM 198.480469 1573781065.1585
MEM 198.734375 1573781065.2587
MEM 198.980469 1573781065.3590
MEM 199.230469 1573781065.4592
MEM 199.480469 1573781065.5594
MEM 199.730469 1573781065.6597
MEM 199.980469 1573781065.7599
MEM 200.480469 1573781065.8601
MEM 200.730469 1573781065.9604
MEM 200.980469 1573781066.0606
MEM 201.230469 1573781066.1608
MEM 201.480469 1573781066.2611
MEM 201.730469 1573781066.3613
MEM 201.980469 1573781066.4616
MEM 201.980469 1573781066.5620
MEM 201.980469 1573781066.6623
MEM 202.230469 1573781066.7625
MEM 202.484375 1573781066.8627
MEM 202.742188 1573781066.9630
MEM 203.000000 1573781067.0632
MEM 203.230469 1573781067.1635
MEM 203.480469 1573781067.2637
MEM 203.730469 1573781067.3639
MEM 203.980469 1573781067.4642
MEM 204.230469 1573781067.5645
MEM 204.480469 1573781067.6647
MEM 204.730469 1573781067.7649
MEM 204.980469 1573781067.8652
MEM 205.234375 1573781067.9654
MEM 205.492188 1573781068.0656
MEM 205.750000 1573781068.1659
MEM 206.007812 1573781068.2661
MEM 206.265625 1573781068.3663
MEM 206.480469 1573781068.4666
MEM 206.980469 1573781068.5668
MEM 206.980469 1573781068.6671
MEM 206.980469 1573781068.7674
MEM 206.980469 1573781068.8676
MEM 206.980469 1573781068.9678
MEM 206.980469 1573781069.0681
MEM 206.980469 1573781069.1684
MEM 207.230469 1573781069.2686
MEM 207.230469 1573781069.3688
MEM 207.480469 1573781069.4691
MEM 207.730469 1573781069.5693
MEM 207.984375 1573781069.6695
MEM 208.230469 1573781069.7698
MEM 208.480469 1573781069.8700
MEM 208.480469 1573781069.9702
MEM 208.734375 1573781070.0705
MEM 208.980469 1573781070.1707
MEM 209.230469 1573781070.2709
MEM 209.484375 1573781070.3712
MEM 209.730469 1573781070.4714
MEM 209.980469 1573781070.5717
MEM 210.230469 1573781070.6719
MEM 210.480469 1573781070.7721
MEM 210.730469 1573781070.8724
MEM 210.980469 1573781070.9726
MEM 211.230469 1573781071.0728
MEM 211.480469 1573781071.1731
MEM 211.730469 1573781071.2733
MEM 211.980469 1573781071.3735
MEM 213.734375 1573781071.4738
MEM 214.234375 1573781071.5741
MEM 214.234375 1573781071.6743
MEM 214.234375 1573781071.7746
MEM 214.234375 1573781071.8748
MEM 214.480469 1573781071.9751
MEM 214.730469 1573781072.0753
MEM 214.980469 1573781072.1755
MEM 214.980469 1573781072.2758
MEM 215.230469 1573781072.3760
MEM 215.484375 1573781072.4762
MEM 215.730469 1573781072.5765
MEM 215.980469 1573781072.6767
MEM 216.230469 1573781072.7769
MEM 216.480469 1573781072.8772
MEM 216.730469 1573781072.9774
MEM 216.980469 1573781073.0777
MEM 217.230469 1573781073.1779
MEM 217.480469 1573781073.2781
MEM 217.730469 1573781073.3784
MEM 217.980469 1573781073.4786
MEM 218.230469 1573781073.5788
MEM 218.480469 1573781073.6790
MEM 218.730469 1573781073.7793
MEM 218.980469 1573781073.8795
MEM 219.230469 1573781073.9797
MEM 219.480469 1573781074.0800
MEM 219.730469 1573781074.1802
MEM 219.980469 1573781074.2804
MEM 220.230469 1573781074.3807
MEM 220.480469 1573781074.4809
MEM 220.980469 1573781074.5811
MEM 222.234375 1573781074.6814
MEM 222.234375 1573781074.7817
MEM 222.234375 1573781074.8819
MEM 222.234375 1573781074.9822
MEM 222.234375 1573781075.0824
MEM 222.480469 1573781075.1826
MEM 222.730469 1573781075.2829
MEM 222.730469 1573781075.3831
MEM 222.980469 1573781075.4834
MEM 223.230469 1573781075.5836
MEM 223.480469 1573781075.6838
MEM 223.730469 1573781075.7840
MEM 223.980469 1573781075.8843
MEM 224.230469 1573781075.9845
MEM 224.480469 1573781076.0847
MEM 224.730469 1573781076.1850
MEM 224.980469 1573781076.2852
MEM 225.230469 1573781076.3855
MEM 225.480469 1573781076.4857
MEM 225.730469 1573781076.5859
MEM 225.730469 1573781076.6862
MEM 225.980469 1573781076.7864
MEM 226.230469 1573781076.8866
MEM 226.480469 1573781076.9868
MEM 226.730469 1573781077.0871
MEM 226.980469 1573781077.1873
MEM 227.230469 1573781077.2876
MEM 227.480469 1573781077.3878
MEM 227.730469 1573781077.4880
MEM 227.984375 1573781077.5884
MEM 227.984375 1573781077.6888
MEM 227.984375 1573781077.7891
MEM 227.984375 1573781077.8894
MEM 227.984375 1573781077.9897
MEM 227.984375 1573781078.0899
MEM 227.984375 1573781078.1902
MEM 227.984375 1573781078.2904
MEM 228.242188 1573781078.3907
MEM 228.480469 1573781078.4909
MEM 228.480469 1573781078.5911
MEM 228.730469 1573781078.6914
MEM 228.984375 1573781078.7916
MEM 229.230469 1573781078.8918
MEM 229.484375 1573781078.9921
MEM 229.742188 1573781079.0923
MEM 229.980469 1573781079.1925
MEM 230.234375 1573781079.2928
MEM 230.234375 1573781079.3931
MEM 230.234375 1573781079.4933
MEM 230.500000 1573781079.5936
MEM 230.750000 1573781079.6938
MEM 231.003906 1573781079.7942
MEM 231.003906 1573781079.8945
MEM 231.046875 1573781079.9949
MEM 231.046875 1573781080.0953
MEM 231.046875 1573781080.1956
MEM 228.796875 1573781080.2960
